business_id,name,cuisine,address,latitude,longitude,number_of_reviews,rating,inserted_at_time_stamp
RG5atiZtuNtpDu6GrNUQGw,NORMA Gastronomia Siciliana,Italian,"'801 9th Ave New York, NY 10019'",40.76563298237293,-73.98769143895947,87,4.0,2023-02-26 00:31:38.218287
oUVX94JtKyLPXozC2hemCg,Manetta's Ristorante,Italian,"'1076 Jackson Ave Long Island City, NY 11101'",40.7427,-73.95184,446,4.0,2023-02-26 00:31:38.218299
zjglOaCY8xQu3s2eKnLFzw,Mozzarella & Vino,Italian,"'33 W 54th St New York, NY 10019'",40.76204,-73.97718,265,4.0,2023-02-26 00:31:38.218311
nSk_zCJESMKGLHyJTPPlZA,Bottino,Italian,"'246 10th Ave New York, NY 10001'",40.74848569625031,-74.00331301292165,387,4.0,2023-02-26 00:31:38.218324
ktMtLr8mp4K7IGxUgCTs6Q,Bocca di Bacco,Italian,"'635 9th Ave New York, NY 10036'",40.76021745303923,-73.99156281784906,6,4.5,2023-02-26 00:31:38.218337
d5ya04K-2A_hI3Xzqe1HeA,Caffe Buon Gusto,Italian,"'236 E 77th St New York, NY 10075'",40.77249,-73.95713,663,4.0,2023-02-26 00:31:38.218349
HodL0fXoF08C3Ir-kLeTtw,Forma Pasta Factory,Italian,"'14 Bedford Ave Brooklyn, NY 11222'",40.72371,-73.95157,514,4.5,2023-02-26 00:31:38.218360
MphfKkYFEe0BDQ6hZ0A5fA,Gelso & Grand,Italian,"'186 Grand St New York, NY 10013'",40.71958,-73.99734,1366,4.5,2023-02-26 00:31:38.218372
E5rmVdrCn-0uwD2M9nkXdw,Da Capo,Italian,"'1392 Madison Ave New York, NY 10029'",40.7877696714384,-73.9538384601474,223,4.5,2023-02-26 00:31:38.218385
C3E8CVVwzKtOv_sRR1WuRQ,Salumeria Rosi,Italian,"'283 Amsterdam Ave New York, NY 10023'",40.77932,-73.9809,562,4.0,2023-02-26 00:31:38.218396
EDucGBSfQ0YIbxdHS-KnCg,Sagaponack,Italian,"'4 W 22nd St New York, NY 10010'",40.741019,-73.990692,227,4.5,2023-02-26 00:31:38.218408
kMQ0IXs5mdjDeUvpWSHgRg,Il Mulino New York - Tribeca,Italian,"'361 Greenwich St New York, NY 10013'",40.71904,-74.01016,50,4.0,2023-02-26 00:31:39.701619
